Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2023-03-06 07:46:49,3823.46,Reyansh Korpal,7b7b25ef7cc5320c91cce0d1fb0feebe9a2a9dfa0726544189116064d5ca03bb,Deep Inc,3330,Dewas,INR,American Express,11/27,7045d16ae7f043ec25774a0a85d6f479e5bb019e9c5a1584bc76736d116b8f33,12,38c6feda-abfe-4f6b-9b64-ebed7f3f6118,1,3 or more,In-Person,118.157.76.223,Mobile,tbatta,"Harum optio magni reiciendis perspiciatis a qui. Illum veritatis esse ex. Similique dicta perspiciatis incidunt.
Laborum voluptas magnam temporibus iste. Voluptas delectus quidem."
2020-02-16 20:25:57,1400.05,Pranay Jani,40da65425b9af39a98707c5b61c392b12c937e238ef455f3e47cf1e1cc1e932a,Kadakia Ltd,7361,Satna,EUR,MasterCard,07/30,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,00,4d357c68-8b30-465e-8088-14b9cc78bec3,1,None,In-Person,5.203.254.201,Mobile,whegde,"Illum ducimus aliquam laboriosam ex similique cumque.
Dignissimos officia sunt alias cumque laboriosam corrupti quos. Explicabo consequatur iure aperiam accusamus a."
2023-08-18 13:15:29,3445.75,Mahika Kulkarni,123fa2098ef3452caca21f7c3149feb26f7ed85cdf6b72b3d23ba9fda20e1d53,"Dewan, Anne and Kannan",1505,Sonipat,USD,American Express,04/27,5283f1b4e66467616feca1e0162c7d37e4e304623d6343a525553ffb436cbdfe,00,90e7ca4e-1d39-45d0-a94d-c2c99eec423b,1,2,Online,43.166.28.206,Desktop,tanyaanand,Aliquid quasi in quod dolore sunt. Vitae dolor quo hic inventore vero incidunt accusantium. Repudiandae libero deleniti ipsam natus omnis autem. Error numquam in nostrum qui sint eum.
2023-07-07 06:27:06,814.9,Piya Deol,e9de88a518081e4564603e7cdc477ee4b826c66590f30abb8d345f3d17c00b1a,"Chada, Wason and Comar",1456,Varanasi,INR,American Express,06/33,a7a8ddd54b83931a0d1f195d3269c7a9a2ff0b1bba01ba0bcbd0e1251c36fca6,12,8d19e260-50c9-472c-a719-8e31ebda4acb,1,None,In-Person,215.124.20.72,Mobile,,Labore quod fugiat magni. Facilis quaerat sit fugiat similique. Molestiae provident qui.
2023-01-06 06:03:41,3923.04,Kismat Mannan,f50734981615bcab10ca6f53a5ed7a78e5ffb71f184f2df5bb82661445479762,Sodhi LLC,7802,Bangalore,EUR,MasterCard,08/33,209eb5f20ab018ff6f1e42b98e5b57921aa4e2b7a7b683de32458b7153720a28,12,70de5d30-a539-4156-9a57-14c398755336,0,3 or more,Online,19.47.189.161,Tablet,chandrasuhana,Aperiam aspernatur molestiae eligendi possimus consequuntur saepe. Eveniet impedit similique.
2020-11-16 05:00:19,2960.92,Misha Subramanian,aaa02afd33aa42fd1014326061e23b696d2a244072e28a29a2bdf275cc21837c,Sarna-Dutta,6293,Bidar,USD,MasterCard,01/32,968076be2e38cf897d4d6cea3faca9c037e1a4e3b4b7744fb2533e07751bd30a,05,71d83dc0-b820-4460-9d2b-aa0e133fa37b,1,None,In-Person,86.155.0.67,Tablet,contractorshanaya,Consequatur iure consectetur temporibus. Eveniet magnam facere blanditiis sit pariatur deleniti.
2020-05-22 17:02:44,3177.8,Aniruddh Vasa,2ba792795a5adf5ef2a9a935df53a10f6c0446cbf2872e10c3405d8b4cbdb85d,"Sankaran, Gade and Garde",4452,Tiruvottiyur,EUR,Visa,02/28,28955b1fb53203e2ff246fd2d4c3e148d4666a617469cdcc86060985682ab4bc,12,8adfcdf3-88c9-48c8-a562-3860b4882740,0,3 or more,Online,204.163.138.168,Desktop,,"Omnis nulla quaerat dolores nisi repudiandae. Placeat accusamus odit dolorum.
Error saepe sapiente quaerat incidunt nobis. Cumque earum ut ut velit."
2022-03-03 09:09:26,383.13,Azad Kala,19ccc9e8a01679031d76f981bba71ba452aef241797e809f24f640aeb57a6698,"Johal, Sampath and Khosla",6551,Guntur,INR,Visa,09/26,02e6295d8f522840f09b5194b3f023799ad6ed3306d9296005787e792224df20,12,f2e15fa2-cd94-4382-badc-431d0f8f1a7f,1,1,In-Person,202.31.241.205,Desktop,kiaanhegde,Beatae soluta soluta adipisci. Sit quisquam tempore voluptatum beatae tenetur incidunt. Blanditiis cupiditate magnam ut.
2020-06-18 13:24:40,3975.15,Manjari Dara,a720a01f6cd60a69930b8c82d0466348a4963a002c30e5a8039642ee89bfb4c9,Kothari LLC,9724,Firozabad,EUR,MasterCard,02/24,114bd151f8fb0c58642d2170da4ae7d7c57977260ac2cc8905306cab6b2acabc,12,11cf4a8d-1f49-4eda-8ebc-72de12d68d1b,1,None,In-Person,196.36.141.31,Mobile,,Amet voluptatum quasi qui laudantium. Delectus consectetur nisi. Soluta ullam laudantium maxime quidem excepturi.
2021-07-02 13:39:58,3369.46,Samarth Master,13430cdffc2827fabca0cdcb52ec597c55fce3327d3f484ddce37504459d83a0,"Mann, Rajagopalan and Badal",2131,Madhyamgram,INR,Visa,08/25,d359f8b537f1888bc71fe20b3d79eae6674be7aca9b645b0279c7015f6ff19fd,00,295859b9-f222-4eb7-bf68-45089619a7e6,1,2,In-Person,215.255.125.245,Mobile,osehgal,"Molestias animi iste voluptas. Dolor odit facilis deserunt.
Officia aspernatur distinctio corporis consequatur ducimus totam. Accusantium possimus id debitis recusandae debitis. Quo amet a."
2021-09-30 21:55:16,3546.19,Rati Bal,7975d9bdcb7505762a9214147b0e92579cc57f7e53f3c65c44f6884fbf41840f,"Datta, Banerjee and Mane",7433,Tumkur,USD,American Express,05/26,a42e815c58f3977fe531a80ffd4659121c3b9f876a89869042816c369ed80776,00,9da209fc-2f8e-4701-883a-bc88c0cbb0d0,1,1,In-Person,86.115.52.29,Mobile,urvi25,"Optio iusto quaerat aliquam earum nisi. Placeat quidem cupiditate.
Inventore et corrupti aspernatur omnis mollitia ut."
2022-08-01 22:01:12,2864.44,Shayak Mann,c030b7f1f06ed044a115251c6982423720f1f2c4f4023d64ab4deed2aa9fca82,Varkey Group,3082,Asansol,INR,American Express,10/30,df156e8465ff477c90a1393a0ab5947e448ed696ac0d3ea982480f5c237a29e1,12,d573aca8-599b-490e-98c1-b9416f54140d,0,2,Online,189.218.234.87,Tablet,,Repellat nisi esse. Ea exercitationem vero perspiciatis recusandae magni.
2022-03-07 02:36:54,2107.61,Vidur Magar,974cc0224f14738472c9fb0a99a82802cf3c2df536e38fc3c61b4b0c6d524adc,"Jha, Manne and Shah",7054,Bhiwani,USD,Visa,03/27,cc6bb91d4a9aec9fe2e20ae49fd18166f522a7918a2ff2ecd1c2c35b5d4649e1,12,60286281-81bb-45a3-ad28-0080e5c21cc7,0,None,In-Person,148.127.239.183,Desktop,siya38,Doloremque excepturi deleniti necessitatibus cumque consequatur aliquid molestiae. Iste quidem eaque quidem suscipit ab reprehenderit dolores. Aspernatur laborum modi recusandae.
2022-07-28 11:13:35,2620.27,Advik Ahuja,7c7f6b57e45a721d6258b3c5501614ccbe81654fe3de899880c0a5d4287bcb9c,Lata Ltd,4569,Gulbarga,EUR,Visa,07/27,8d1ede4f889e0ed6f0823d8c1821905b9de37a0f851dc270df0dbf72b3c93641,05,1019373c-6267-4ea8-aee7-36bfb545b84f,0,3 or more,Online,60.37.42.171,Tablet,tiya54,"Deleniti doloremque earum. Ipsum perspiciatis aliquid perspiciatis.
Error expedita ullam voluptatum unde repellendus. Ab accusantium laborum distinctio cumque. Accusamus exercitationem enim hic."
2020-11-25 21:21:05,4513.48,Taran Dhar,e72c2588e9983f9cd9331ae8a659e4b6240116c8e1e7936dc0c8c52439ef0d27,"Gade, Joshi and Subramanian",1831,Pune,EUR,American Express,11/30,683d098205b11550f2d71016c82c4377a96c9f808e132f83f15ba9bd058c7b20,12,61327b2d-aa08-4af3-b6a4-0a5306c082e1,0,1,In-Person,199.200.170.143,Desktop,,Quod hic magni nesciunt asperiores voluptatum beatae quaerat. Ipsa asperiores quos voluptatem tenetur placeat omnis. Quia corrupti praesentium modi corrupti.
2022-02-25 05:24:54,2886.21,Mannat Goswami,032ffb4ac361f0e2b7bf122d3654ad29e125b9027f09c60183ade1361e5990d7,"Dasgupta, Khosla and Jha",9901,Kamarhati,INR,Visa,10/30,aaf57ee8c549ef3df8a07abf3a0df0f028e402399ad27aaec710c17aa78d408f,12,6d3c28d7-c62e-4c22-a6f9-b8f74c8a6d02,1,3 or more,Online,34.91.59.227,Tablet,baradgatik,"Hic illo totam natus voluptas vero. Accusantium est quaerat qui minima.
Neque optio voluptatibus odio quam consequatur voluptatibus possimus."
2022-10-22 00:02:10,4533.83,Eva Anne,7c7e82f1ac3153c053526f995e9c89d3f3456e55b7bb0ad7dc168e6578da0757,"Jha, Rau and Upadhyay",5304,Hosur,INR,Visa,04/31,0f4121d0ef1df4c86854c7ebb47ae1c93de8aec8f944035eeaa6495dd71a0678,00,c73e4904-53a2-487a-a056-ee6f98c54234,0,2,In-Person,174.216.253.3,Tablet,ishita40,Modi atque nesciunt nobis. Dolorem facere illo sed minima iste dignissimos porro. Iure veniam ex quidem sequi.
2022-06-26 12:28:29,2245.83,Samiha Krish,cfd6bc252c9adfef1627f61ca7488e03e23aa9937e14e19a712d821f2e9b1c19,Mandal LLC,4978,Naihati,EUR,MasterCard,09/28,8acc23987b8960d83c44541f9f0eb46454cea080ea94d916f56fccf033db866f,05,23877f6a-db25-4ee5-8d9a-e9f88aaab859,0,1,Online,160.73.205.64,Tablet,lallsumer,Eaque itaque exercitationem facilis. Natus facilis mollitia quaerat aperiam. Esse debitis repellat ullam facere laudantium porro vitae.
2021-04-17 04:21:52,3614.41,Yasmin Dave,9fc255d70af8e9134b48449d49bcfe3138e097e8855def2c87f2e896e5df2559,Handa-Zachariah,3490,Nadiad,USD,MasterCard,09/26,04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,12,87e01478-a637-452b-8567-624f1bdb6eef,1,3 or more,In-Person,204.92.152.133,Desktop,pkothari,Mollitia voluptates voluptatibus officia quae nulla. Molestias magnam ducimus nostrum quis odit nesciunt.
2022-05-15 05:09:19,560.94,Arnav Khurana,235f399c89131d865806a4cc2e36d302559aabbfe7a86dfa780e23798c262b56,Kibe Inc,2134,Thrissur,INR,Visa,10/26,9e04a49e5786695116f9af28552da3083d4eeb015294b878d27053439e363cdf,12,adc9a6d7-f558-44b7-ab36-fafc29403137,1,3 or more,Online,207.152.58.171,Mobile,bhallanakul,Vitae quam tempora quod at est. Ullam neque quae recusandae.
2020-06-15 09:33:49,218.6,Rohan Bhatnagar,02e69242aeb5ba0f86307489ddae63beb4ac7f4708cebfb15fb04f0d98a94f4b,"Dara, Vala and Agate",4701,Ramgarh,EUR,Visa,10/24,46f9d22816179479bd27b0036854788327eedf3f6f5d8dcb866b976e17cc9715,05,dc0885ed-9cff-41a3-9656-1f1f49b3fbfd,1,None,In-Person,192.99.104.190,Mobile,,"Nobis delectus ut similique.
Officia quam illum vero. Voluptate accusamus voluptatum omnis ratione fugiat. Magnam nam assumenda eum."
2020-12-01 06:35:49,986.62,Vardaniya Majumdar,0ed20246c1490d7a8d85ecd66c406a9447f97b3cd17a1e6a782d7655dc0d96a7,Dar Ltd,7497,Bongaigaon,USD,American Express,11/25,2811745d7b8d8874f6e653d176cefdd19e05e920ce389b9b7e83e5b2dfa546c7,05,7b08a6dc-6d06-4d03-8d87-581e5270070b,1,1,Online,75.28.235.143,Desktop,saira44,Vel aut nam. Assumenda ad aperiam consequuntur itaque ipsa. Quia magnam eos doloremque voluptatum nostrum magnam.
2020-02-01 11:40:05,4038.81,Mamooty Som,e7d7016b37465276f93ab0524d4ba0e35ff6cd05ccc1ce759b68461c482f45f0,Varkey PLC,5068,Suryapet,USD,Visa,12/26,5658b88806a236b6439a7ecd0a87af2475a02a848095304c6d25981ae5e7e9a9,05,2767cd22-dea0-4b4c-b09c-7ac6575af801,0,1,Online,200.188.139.136,Tablet,,Saepe explicabo accusantium. At omnis quasi modi provident tenetur voluptate.
2023-09-19 11:38:47,1995.7,Miraya Sangha,324412ff8f7eac0eae8e377fd910c5895b9eec3ea958467d8b697408249ae35c,Gokhale-Kibe,7427,Ghaziabad,EUR,Visa,06/27,501a4e61aa4f7737df0305124a39119b79a6449d2bfcc6f026da0197af2ae60b,00,e356f45e-48eb-4218-a978-b7fe41cf4dde,0,None,Online,200.78.5.244,Tablet,nayantara08,"Architecto quae enim non consectetur ea. Neque neque aut voluptas quis hic sapiente.
Eius incidunt maiores explicabo porro aut."
2021-04-30 11:21:26,3978.48,Veer Dayal,b78593f29a803444d718a046329c64a6f07ba452c604762b4739ed7b479d217c,Yohannan PLC,2479,Bettiah,USD,Visa,06/29,fa88d374b9cf5e059fad4a2fe406feae4c49cbf4803083ec521d3c75ee22557c,00,bc5e08d8-3b2a-4cad-94e6-943d6ba1d722,1,3 or more,Online,36.59.244.83,Mobile,,Optio nam adipisci ratione. Pariatur tempore ex vitae nemo expedita expedita dignissimos.
2022-05-11 02:55:36,3281.26,Zeeshan Sankar,e402b540b0907b152c5816fe6a987d5303d55fd38fae885ec8e04cb165796573,"Varghese, Wason and Majumdar",9424,Gwalior,USD,American Express,03/31,40f8d6d22b99ea3388538fd60bbf532256434b0eac401df1d9a2bdbb29354ae8,12,f5afa7aa-1ca9-43b9-9bbb-d65258ed025d,0,3 or more,Online,175.0.96.187,Mobile,,Voluptatibus deleniti ipsam esse alias ad eum. Voluptas quod quisquam blanditiis eum.
2022-07-29 19:44:09,2714.26,Lakshit Dasgupta,ac68f8fa06856d85c493549ce97131951b2ad8d780c77f98c74f3eb957c2b832,"Sankaran, Date and Vig",3161,Asansol,USD,American Express,07/29,0604cd3138feed202ef293e062da2f4720f77a05d25ee036a7a01c9cfcdd1f0a,05,b907b2f9-44b6-4a87-a63f-3bb4d7ccdcc5,0,2,In-Person,134.196.94.73,Mobile,,Tempora dolore sapiente voluptatem unde. Laborum quod ipsum quam quae praesentium placeat ipsum. Exercitationem deleniti numquam voluptatum.
2020-01-30 05:13:59,3823.87,Nitara Chhabra,fdb057d86ecf644f438153aecf91f89279d3f0fd536c902501d5f0027f12379e,"Lata, Balay and Dhillon",2804,Bellary,EUR,Visa,11/30,15a26c6fa5151c712acc7ee45a1fd525ab85b801f096847c7d5fdf49efeabb4d,00,c7c1f010-697e-4b3d-aee8-122ebf6bc67e,0,2,In-Person,197.163.18.207,Tablet,sanenitya,Quasi nostrum numquam eligendi odit. Aliquam perferendis voluptatibus. Id sed accusantium error iste.
2020-04-26 15:24:07,4145.2,Vedika Baral,bae23c51aec5a00c894a9e21ef02bddf1567eb9a9a1b96fc426d648e5e34f975,Sethi-Shan,7051,Srikakulam,USD,MasterCard,07/24,a9346b0068335c634304afa5de1d51232a80966775613d8c1c5a0f6d231c8b1a,00,17da97d0-8e93-4f3f-a817-6bea6f26abf7,0,3 or more,Online,121.0.87.108,Tablet,sumer76,Quod aperiam ea ut exercitationem possimus. Magnam maxime quibusdam accusamus in. Inventore quam nesciunt placeat suscipit sequi molestias. Quidem perspiciatis harum ab ipsa fugit.
2020-05-23 22:05:54,4446.24,Heer Goda,54fe3a8851bb2fe526372c790e5ab6eb6c032beb9b7854da5ffd789d4fd54a4a,Doshi LLC,5668,Kalyan-Dombivli,EUR,American Express,07/27,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,00,194e7052-084e-4b09-bc18-51ad607a087b,1,1,In-Person,108.128.252.24,Mobile,suhanabose,"Tempore dicta maxime amet. Quo cum expedita rerum.
Nesciunt assumenda perspiciatis quia voluptates quaerat. Facere error dolor eos praesentium."
2023-08-23 05:46:05,282.63,Jayan Bhatti,3e90d3aece3c2576d68c1aa1c38f75c82dee2c20b818214396923077f7f8edcd,"Chandra, Sheth and Master",8681,Ghaziabad,INR,Visa,11/31,b2cc86ae48fd3b8775335b586b3549e53af3d749f07748a7343f893522ae63ea,05,faf910bb-cac7-4c5b-a2b3-02d5fa747d3e,0,None,In-Person,199.238.169.203,Mobile,,Ab mollitia quidem dolores accusamus distinctio eligendi. Esse magnam id rerum eos ullam at repellendus. Nemo ducimus dignissimos saepe facilis iste asperiores.
2022-01-16 19:32:00,3642.31,Mamooty De,88194deb6e3a113fe6518537241ba4eb42e0c747164f38ff7b8db3cb353d9296,"Gera, Kurian and Chaudhari",8077,Machilipatnam,INR,American Express,09/32,b123f95a5578ac2ffb571adb3fd60b023e925128d1ef5bf917a73a8fa3d136a4,12,e7287ba7-7b44-4eb3-bac8-21f9600a73d4,0,None,In-Person,76.117.137.163,Mobile,hviswanathan,Illo dolorum natus neque. Nam ad dicta voluptatibus non est. Eum soluta porro fugiat in.
2021-09-17 23:16:22,1394.04,Mahika Dugal,fdc309133941bc16a74eb48fa344d0f000a5b28fe00a2ce115b9a6fe8c3c62f1,"Dhaliwal, Gour and Sarin",3355,Kochi,INR,Visa,09/32,3c2308b1bc64683e5aed4111841da5bc3b3295b01a852f1dc4e68510f79dd37f,00,c8c79437-d3ad-4a2d-ba70-d50b0e71950c,0,3 or more,Online,190.78.249.230,Desktop,,"Nostrum omnis molestiae voluptatem quis eligendi nesciunt. Iste consectetur tenetur quo harum.
Deserunt repellendus voluptas veritatis dolores autem quibusdam."
2022-09-25 23:08:29,3753.2,Kismat Kant,55ab759b9c001669cea5b954a53fb03c87d658e514e35a04f9df51173975a503,"Bedi, Sangha and Gour",2480,Ichalkaranji,INR,MasterCard,02/29,3d3286f7cd19074f04e514b0c6c237e757513fb32820698b790e1dec801d947a,12,5c801acf-8466-4787-8c2d-93ab5309015c,0,3 or more,In-Person,26.117.89.219,Tablet,,Eius ipsum rerum vero porro at voluptas. Corporis quod ipsum enim dolore quos possimus. Esse nobis sed eum ea beatae. Eos rem aut voluptas unde voluptatum.
2022-12-15 01:05:55,2457.18,Samarth Deep,5706660748a04af80f3b0c6164b9a0937aa43aa3d5b58df0959c95b1cad38a53,"Bhat, Loyal and Guha",1414,Jorhat,EUR,Visa,11/24,01299ac65733b5a3d774265fbfe8396b8611e5e3321855dbc541cd301e71fe5e,00,5b77cde1-da2c-46b4-869e-841b86b39df7,1,None,In-Person,64.126.184.43,Mobile,aaryahi69,"Pariatur fugiat voluptas. Eos nesciunt necessitatibus quidem ab dolorem.
Ut aperiam aspernatur odit. Odit enim delectus illum quibusdam non. Tempore odio culpa quas laboriosam neque recusandae."
2022-05-23 10:05:18,72.14,Shanaya Andra,34df744c0d91a59eebfda78104a3298a717b2fc2eb3d1aebc13ca26ae9d13444,Choudhary-Wable,8101,Saharanpur,INR,American Express,11/28,8ae4c23b80d1e7c8ff79e515fe791ebd68190bae842dda7af193db125f700452,12,b04b5437-29cc-4bb6-9d7e-83d17f536f71,0,2,Online,189.20.74.183,Desktop,ehsaansagar,Dolor amet blanditiis placeat sit quibusdam. Nam doloribus unde nesciunt quasi laboriosam consequatur. Eius cum dolor voluptatum. Aspernatur aperiam magni aspernatur.
2023-03-03 21:27:23,3116.31,Shray Basu,8bb1bae0b42dfcf8004410b1025d49eea9ca6b9710f39f8635bb8a5d9dfe9590,Bhatia-Lata,9169,Machilipatnam,EUR,Visa,09/25,3a1dfb05d7257530e6349233688c3e121945c5de50f1273a7620537755d61e45,12,c9f16edb-ecc6-49b6-8c66-eea3a84f6316,1,3 or more,Online,203.195.117.162,Mobile,uanne,Enim placeat occaecati recusandae temporibus magni earum. Dicta deserunt repellat repellat ab maiores.
2021-09-14 13:20:42,1315.43,Umang Lata,a04fc6049e05f8a7e688accb0fb74c02a262adbfa1845a11dee42200eb0454b3,"Goel, Varughese and Apte",3399,Guna,USD,Visa,06/29,1de4842b42fa3db35fc4cf058a02acb057a8df02d0d3cdc96e686551aee25a39,00,ea2f0cea-fd89-4aed-9f3b-b56172e2a038,1,3 or more,In-Person,164.147.36.83,Tablet,tarinitaneja,Suscipit a voluptas perspiciatis. Sequi iure accusamus ad incidunt quidem dolorem similique. Similique quae non voluptatem asperiores pariatur.
2022-12-19 06:11:22,423.79,Ayesha Madan,0cf26f3a7aa09671634827608dd599a839a49179bb98275775e0dea5a3865c85,"Raj, Thaker and Lata",1831,Bhalswa Jahangir Pur,EUR,Visa,10/26,1f594da9b409f7f4b9dc5015a81761b2fc2dd60eec773f74539bdfd30c552c89,05,307da531-1eed-4fd7-b7eb-3945c93b6996,1,3 or more,Online,95.229.9.131,Desktop,,"Quibusdam ratione non ut dolorem. Ullam exercitationem eius neque dolor tenetur.
Nesciunt laudantium quaerat sapiente facilis autem voluptate. Quos qui quo cupiditate modi nobis."
2021-07-03 21:26:38,470.41,Anahita Dyal,0f12769bd85e0c9ee360b42e2746c546f54e08129e119b888f38888e510d5a64,"Kashyap, Buch and Shankar",7241,Darbhanga,USD,American Express,02/31,dbb1ded63bc70732626c5dfe6c7f50ced3d560e970f30b15335ac290358748f6,00,f59f4f97-8b7d-4ae6-9ade-a338269cf976,1,None,In-Person,92.206.138.13,Tablet,,Totam cupiditate vitae numquam. Minus quibusdam quod quod reiciendis accusantium sit dolorum. Dolor quos illo praesentium. Explicabo illum deleniti maxime ducimus sint dignissimos.
2022-03-27 07:49:56,20.32,Aniruddh Brar,ea62918d3a8468df112d7cc7105f203fee3010599aa4ec6fe44fa1dadd2ee1a8,Ramesh Ltd,1315,Belgaum,USD,MasterCard,02/27,73c2e083e4e933fc3ba76abc2bd6aea80c838c172e7db94ea473c9be4e07b2d7,12,138d737e-6ee5-4a0e-88c6-2cd12b906fdf,1,1,In-Person,203.162.171.17,Mobile,phegde,"Saepe vitae occaecati hic minima. Vitae repellat qui adipisci.
Autem facilis qui laudantium dignissimos."
2021-02-20 11:32:53,1843.0,Miraan Dua,27e5bf306955202d99f84bdc1e05196bc0cf9040bc625cdf4610d8bda9f2ecf5,"Vaidya, Contractor and Guha",6507,Tiruchirappalli,EUR,Visa,01/26,a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf,05,a57b014c-a2ce-4e0b-81da-5dfbca73b651,1,3 or more,Online,188.13.110.193,Desktop,vanya25,Magnam quidem hic fuga. Occaecati amet eveniet at nihil expedita voluptatum doloribus.
2023-03-09 17:17:36,4993.25,Purab Master,9452d565888e3c580ee5660daff791aa9b8fa623af0c77022cae99143b333145,"Saran, Roy and Deep",3530,Chittoor,INR,MasterCard,07/33,c62ce8b4e927f02f91742ab99d269a17e05d47f12b2275cec9d353e711ddc218,05,fb4ec87d-74cc-421e-9730-d6245d2c70d4,1,1,Online,125.56.190.168,Desktop,hchokshi,Id enim quasi. Blanditiis odit dignissimos dolorum aperiam pariatur voluptatem. Ab possimus quia ut asperiores totam temporibus. Fugiat excepturi alias velit quas quidem.
2023-01-02 18:53:27,2446.12,Bhavin Choudhary,c0b3738673f668d2064dd49b54aa11556b33c3526315663178ca6ffde1bf60ef,Bandi PLC,6011,Saharsa,INR,American Express,08/26,b98880883fd8d975260f1807fa46a5156fcc4cc82bf6d657a417d8bb4e42cd55,12,e48716d1-b7a6-4d87-b6e3-5180a6c40ce9,0,2,In-Person,201.68.208.167,Desktop,,Deleniti nobis asperiores veniam. A saepe ex vel vitae blanditiis hic voluptatibus. Et quaerat totam voluptatum tempora repellat.
2022-11-02 20:21:49,1784.49,Lakshay Sura,b47b0285284451e85a6643c4a5fdb2f1426162d96467c620db61da34689296ac,Sachar-Virk,2505,Sirsa,EUR,MasterCard,05/28,de498b9901677f58da56b38a515db0a6a3b93840bde5fd0b74437502163e9fb1,12,be501e0f-b2fe-4f61-a465-0dbf5561651f,0,1,Online,32.128.247.211,Tablet,,Asperiores quos officiis voluptas. Iure voluptatum laudantium impedit sapiente magnam. Accusantium eius asperiores saepe asperiores.
2021-11-23 11:14:05,1374.1,Amani Raja,234fa4392d788fc70d0baeda032afbafeb334325e4df2cae09bb0a0e2207aad1,Luthra-Babu,5922,Karawal Nagar,USD,MasterCard,11/31,d359f8b537f1888bc71fe20b3d79eae6674be7aca9b645b0279c7015f6ff19fd,12,b2f1c0e1-e973-46e5-8f46-b7d5683cb2b1,1,3 or more,Online,189.168.136.93,Tablet,,"Dolorum architecto enim dolorum unde iusto error a. At numquam possimus dignissimos.
Est fugit sed laboriosam. Suscipit voluptatibus distinctio fugit necessitatibus vero soluta."
2021-02-02 00:52:33,3299.74,Ishita Deo,ba33828bff562bf2b3b25e9ad90ad5824ab50efbe6d41c4401e7a1aef2a57527,"Varma, Dalal and Sule",1367,Khammam,EUR,American Express,12/25,2ac878b0e2180616993b4b6aa71e61166fdc86c28d47e359d0ee537eb11d46d3,12,3d908a44-6a1e-4050-9b5e-0c7c4775e6cb,1,1,Online,177.164.150.38,Mobile,,Beatae illo nam nostrum magni hic quis. Placeat sint veritatis nemo. Mollitia placeat dignissimos minima dolor.
2020-10-16 12:53:39,2736.66,Riya Rana,5f73c9bdbead8ec641e848a2b9786f91ef99b68f001d8f6eef20e179555799bf,Varkey-Bail,7967,Suryapet,EUR,American Express,02/33,5ef6fdf32513aa7cd11f72beccf132b9224d33f271471fff402742887a171edf,12,519b9ab9-5b89-4f09-a370-322deca892c8,0,1,In-Person,185.147.62.60,Tablet,shlokshukla,"Ullam commodi ipsa ducimus. Enim in nam impedit. Inventore quisquam soluta quaerat quibusdam tenetur.
Ab magnam accusamus dolorem ipsum iure nesciunt. Aliquam qui repellat nemo."
2022-01-27 04:37:25,4589.87,Parinaaz Kulkarni,cb8324d4875c4e77405ca6ff85bc8072f818e9f59c654f1404db5258a06bebad,Rau-Mandal,1290,Kulti,EUR,MasterCard,06/28,1c63ed9164d61acfd1f4f3a7b6dfacbd98d1dc01e755b7b558c6af0491154a2e,12,e22bcdca-e88f-4910-9a25-e6ed5426c67c,1,1,Online,140.32.110.75,Mobile,dharmajan05,"Asperiores non sapiente aperiam quae. Soluta similique voluptatibus ad hic ab. Atque ut ipsum veniam.
Voluptates minus cum voluptate occaecati."
2022-12-30 06:21:54,4433.45,Krish Chandra,6675991c8c08a3483cbff28df7236a21cd8dffd177b137500feabb05ff92e696,Chatterjee-Walla,6119,Korba,USD,American Express,10/28,a30f4ef42176d28f0e2293533c5f532e9c9c5696c68813b35315d17edc44f6b1,00,b3cc0e0a-e451-4fd1-9fd9-9897c5ec3b43,1,1,In-Person,15.38.198.89,Tablet,,A adipisci beatae sapiente. Error iste laudantium sunt adipisci totam fuga. Laborum nisi corrupti aperiam vero.
2022-01-30 07:34:18,2236.59,Ryan Bedi,f3a568bc7a351262d1d097e99f8f01ab97698ddb3cba9fe5c141715679ca865a,"Vohra, Ravel and Edwin",3379,Agra,USD,MasterCard,11/31,c403741c4121989ac12c0829be88b8bec6f27b270f3cf8a7be3fe72cba473897,12,fafa9233-1aef-4e5e-ba0b-f1d19e7d8d96,1,1,Online,215.73.1.151,Desktop,yashvi02,Nesciunt ab mollitia. Laboriosam ab labore sapiente harum doloribus quas. Nihil porro quos unde quam occaecati qui. Sit tempora corrupti neque eum nostrum error.
2021-10-14 13:30:30,3140.34,Dishani Bakshi,bbe15df3f7ee3501b954c86a4d0eee186d790ba5798fc8db932e0bf0695ec404,Andra Group,1138,Yamunanagar,INR,MasterCard,10/26,cad02af28a101dfcacb3c2d942dd93300b2c14aa9551227f8a6e6e81b7cafd2c,00,0f4a320b-8e91-4c98-ac3f-5385d18040ad,0,2,In-Person,79.160.0.15,Desktop,,"Nobis expedita quia deserunt quos dicta necessitatibus. Sint itaque accusamus atque nobis.
Beatae perspiciatis reprehenderit explicabo deleniti ex temporibus. In illo esse."
